municipio;curso;grau;turno;modalidade;nivel;habilitacao;convenio;forma_ingresso;ano;periodo;quantidade;
BACABAL;LETRAS - PORTUGUÊS;LICENCIATURA;Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO;2020;1;8;
BACABAL;LETRAS - PORTUGUÊS;LICENCIATURA;Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - DEFICIENTE;2020;1;1;
BACABAL;LETRAS - PORTUGUÊS;LICENCIATURA;Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - RF;2020;1;7;
BACABAL;LETRAS - PORTUGUÊS;LICENCIATURA;Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - RF;2020;1;3;
BALSAS;ENGENHARIA AMBIENTAL;BACHARELADO;Vespertino e Noturno;Presencial;G;;;REINGRESSO SEGUNDO CICLO;2020;1;1;
BALSAS;ENGENHARIA ELÉTRICA;BACHARELADO;Vespertino e Noturno;Presencial;G;;;REINGRESSO SEGUNDO CICLO;2020;1;1;
CHAPADINHA;AGRONOMIA;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - AMPLA CONCORRÊNCIA;2020;1;17;
CHAPADINHA;AGRONOMIA;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - ESCOLA PÚBLICA;2020;1;1;
CHAPADINHA;AGRONOMIA;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO;2020;1;8;
CHAPADINHA;AGRONOMIA;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - RF;2020;1;5;
CHAPADINHA;AGRONOMIA;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - RF;2020;1;1;
CHAPADINHA;CIÊNCIAS BIOLÓGICAS;LICENCIATURA PLENA;Vespertino;Presencial;G;;;SISU - AMPLA CONCORRÊNCIA;2020;1;19;
CHAPADINHA;CIÊNCIAS BIOLÓGICAS;LICENCIATURA PLENA;Vespertino;Presencial;G;;;SISU - ESCOLA PÚBLICA;2020;1;2;
CHAPADINHA;CIÊNCIAS BIOLÓGICAS;LICENCIATURA PLENA;Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO;2020;1;8;
CHAPADINHA;CIÊNCIAS BIOLÓGICAS;LICENCIATURA PLENA;Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - RF;2020;1;7;
CHAPADINHA;CIÊNCIAS BIOLÓGICAS;LICENCIATURA PLENA;Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - RF;2020;1;1;
CHAPADINHA;ENGENHARIA AGRÍCOLA;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - AMPLA CONCORRÊNCIA;2020;1;6;
CHAPADINHA;ENGENHARIA AGRÍCOLA;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO;2020;1;3;
CHAPADINHA;ENGENHARIA AGRÍCOLA;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - RF;2020;1;4;
CHAPADINHA;ENGENHARIA AGRÍCOLA;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - RF;2020;1;1;
CHAPADINHA;ZOOTECNIA;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - AMPLA CONCORRÊNCIA;2020;1;11;
CHAPADINHA;ZOOTECNIA;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - ESCOLA PÚBLICA;2020;1;2;
CHAPADINHA;ZOOTECNIA;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO;2020;1;6;
CHAPADINHA;ZOOTECNIA;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - RF;2020;1;8;
CHAPADINHA;ZOOTECNIA;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - RF;2020;1;1;
IMPERATRIZ;COMUNICAÇÃO SOCIAL - JORNALISMO;BACHARELADO;Vespertino;Presencial;G;;;SISU - AMPLA CONCORRÊNCIA;2020;1;17;
IMPERATRIZ;COMUNICAÇÃO SOCIAL - JORNALISMO;BACHARELADO;Vespertino;Presencial;G;;;SISU - ESCOLA PÚBLICA;2020;1;1;
IMPERATRIZ;COMUNICAÇÃO SOCIAL - JORNALISMO;BACHARELADO;Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - INDIO;2020;1;1;
IMPERATRIZ;COMUNICAÇÃO SOCIAL - JORNALISMO;BACHARELADO;Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO;2020;1;4;
IMPERATRIZ;COMUNICAÇÃO SOCIAL - JORNALISMO;BACHARELADO;Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - DEFICIENTE;2020;1;1;
IMPERATRIZ;COMUNICAÇÃO SOCIAL - JORNALISMO;BACHARELADO;Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - DEFICIENTE - RF;2020;1;1;
IMPERATRIZ;COMUNICAÇÃO SOCIAL - JORNALISMO;BACHARELADO;Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - RF;2020;1;4;
IMPERATRIZ;COMUNICAÇÃO SOCIAL - JORNALISMO;BACHARELADO;Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - RF;2020;1;2;
IMPERATRIZ;DIREITO;BACHARELADO;Noturno;Presencial;G;;;SISU - AMPLA CONCORRÊNCIA;2020;1;18;
IMPERATRIZ;DIREITO;BACHARELADO;Noturno;Presencial;G;;;SISU - ESCOLA PÚBLICA;2020;1;2;
IMPERATRIZ;DIREITO;BACHARELADO;Noturno;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO;2020;1;6;
IMPERATRIZ;DIREITO;BACHARELADO;Noturno;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - DEFICIENTE;2020;1;1;
IMPERATRIZ;DIREITO;BACHARELADO;Noturno;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - DEFICIENTE - RF;2020;1;1;
IMPERATRIZ;DIREITO;BACHARELADO;Noturno;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - RF;2020;1;6;
IMPERATRIZ;DIREITO;BACHARELADO;Noturno;Presencial;G;;;SISU - ESCOLA PUBLICA - RF;2020;1;2;
IMPERATRIZ;ENFERMAGEM;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - AMPLA CONCORRÊNCIA;2020;1;18;
IMPERATRIZ;ENFERMAGEM;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - ESCOLA PÚBLICA;2020;1;2;
IMPERATRIZ;ENFERMAGEM;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO;2020;1;5;
IMPERATRIZ;ENFERMAGEM;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - DEFICIENTE;2020;1;1;
IMPERATRIZ;ENFERMAGEM;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - DEFICIENTE - RF;2020;1;1;
IMPERATRIZ;ENFERMAGEM;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - RF;2020;1;8;
IMPERATRIZ;ENFERMAGEM;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - RF;2020;1;1;
IMPERATRIZ;ENGENHARIA DE ALIMENTOS;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - AMPLA CONCORRÊNCIA;2020;1;16;
IMPERATRIZ;ENGENHARIA DE ALIMENTOS;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - ESCOLA PÚBLICA;2020;1;2;
IMPERATRIZ;ENGENHARIA DE ALIMENTOS;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - INDIO;2020;1;1;
IMPERATRIZ;ENGENHARIA DE ALIMENTOS;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO;2020;1;4;
IMPERATRIZ;ENGENHARIA DE ALIMENTOS;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - RF;2020;1;4;
IMPERATRIZ;ENGENHARIA DE ALIMENTOS;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - RF;2020;1;1;
IMPERATRIZ;MEDICINA;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - AMPLA CONCORRÊNCIA;2020;1;10;
IMPERATRIZ;MEDICINA;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - ESCOLA PÚBLICA;2020;1;2;
IMPERATRIZ;MEDICINA;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO;2020;1;7;
IMPERATRIZ;MEDICINA;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - DEFICIENTE;2020;1;1;
IMPERATRIZ;MEDICINA;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - DEFICIENTE - RF;2020;1;1;
IMPERATRIZ;MEDICINA;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - RF;2020;1;6;
IMPERATRIZ;MEDICINA;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - RF;2020;1;2;
IMPERATRIZ;PEDAGOGIA;LICENCIATURA;Noturno;Presencial;G;;;SISU - AMPLA CONCORRÊNCIA;2020;1;14;
IMPERATRIZ;PEDAGOGIA;LICENCIATURA;Noturno;Presencial;G;;;SISU - ESCOLA PÚBLICA;2020;1;1;
IMPERATRIZ;PEDAGOGIA;LICENCIATURA;Noturno;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO;2020;1;6;
IMPERATRIZ;PEDAGOGIA;LICENCIATURA;Noturno;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - DEFICIENTE;2020;1;1;
IMPERATRIZ;PEDAGOGIA;LICENCIATURA;Noturno;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - DEFICIENTE - RF;2020;1;1;
IMPERATRIZ;PEDAGOGIA;LICENCIATURA;Noturno;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - RF;2020;1;3;
IMPERATRIZ;PEDAGOGIA;LICENCIATURA;Noturno;Presencial;G;;;SISU - ESCOLA PUBLICA - RF;2020;1;2;
PINHEIRO;EDUCAÇÃO FÍSICA;LICENCIATURA;Noturno;Presencial;G;;;SISU - AMPLA CONCORRÊNCIA;2020;1;21;
PINHEIRO;EDUCAÇÃO FÍSICA;LICENCIATURA;Noturno;Presencial;G;;;SISU - ESCOLA PÚBLICA;2020;1;2;
PINHEIRO;EDUCAÇÃO FÍSICA;LICENCIATURA;Noturno;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO;2020;1;9;
PINHEIRO;EDUCAÇÃO FÍSICA;LICENCIATURA;Noturno;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - RF;2020;1;7;
PINHEIRO;EDUCAÇÃO FÍSICA;LICENCIATURA;Noturno;Presencial;G;;;SISU - ESCOLA PUBLICA - RF;2020;1;3;
PINHEIRO;MEDICINA;BACHARELADO;Matutino e Vespertino;Presencial;G;;;JUDICIAL;2020;1;1;
PINHEIRO;MEDICINA;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - AMPLA CONCORRÊNCIA;2020;1;10;
PINHEIRO;MEDICINA;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - ESCOLA PÚBLICA;2020;1;2;
PINHEIRO;MEDICINA;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO;2020;1;5;
PINHEIRO;MEDICINA;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - DEFICIENTE;2020;1;1;
PINHEIRO;MEDICINA;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - DEFICIENTE - RF;2020;1;1;
PINHEIRO;MEDICINA;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - RF;2020;1;3;
PINHEIRO;MEDICINA;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - RF;2020;1;3;
SÃO LUÍS;ADMINISTRAÇÃO;BACHARELADO;Matutino;Presencial;G;;;SISU - AMPLA CONCORRÊNCIA;2020;1;20;
SÃO LUÍS;ADMINISTRAÇÃO;BACHARELADO;Matutino;Presencial;G;;;SISU - ESCOLA PÚBLICA;2020;1;1;
SÃO LUÍS;ADMINISTRAÇÃO;BACHARELADO;Matutino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO;2020;1;8;
SÃO LUÍS;ADMINISTRAÇÃO;BACHARELADO;Matutino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - DEFICIENTE;2020;1;1;
SÃO LUÍS;ADMINISTRAÇÃO;BACHARELADO;Matutino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - RF;2020;1;4;
SÃO LUÍS;ADMINISTRAÇÃO;BACHARELADO;Matutino;Presencial;G;;;SISU - ESCOLA PUBLICA - RF;2020;1;2;
SÃO LUÍS;ARTES VISUAIS;LICENCIATURA PLENA;Matutino;Presencial;G;;;SISU - AMPLA CONCORRÊNCIA;2020;1;9;
SÃO LUÍS;ARTES VISUAIS;LICENCIATURA PLENA;Matutino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO;2020;1;3;
SÃO LUÍS;ARTES VISUAIS;LICENCIATURA PLENA;Matutino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - RF;2020;1;3;
SÃO LUÍS;ARTES VISUAIS;LICENCIATURA PLENA;Matutino;Presencial;G;;;SISU - ESCOLA PUBLICA - RF;2020;1;1;
SÃO LUÍS;BIBLIOTECONOMIA;BACHARELADO;Matutino;Presencial;G;;;SISU - AMPLA CONCORRÊNCIA;2020;1;20;
SÃO LUÍS;BIBLIOTECONOMIA;BACHARELADO;Matutino;Presencial;G;;;SISU - ESCOLA PÚBLICA;2020;1;2;
SÃO LUÍS;BIBLIOTECONOMIA;BACHARELADO;Matutino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO;2020;1;4;
SÃO LUÍS;BIBLIOTECONOMIA;BACHARELADO;Matutino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - DEFICIENTE;2020;1;1;
SÃO LUÍS;BIBLIOTECONOMIA;BACHARELADO;Matutino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - DEFICIENTE - RF;2020;1;1;
SÃO LUÍS;BIBLIOTECONOMIA;BACHARELADO;Matutino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - RF;2020;1;8;
SÃO LUÍS;CIÊNCIA DA COMPUTAÇÃO;BACHARELADO;Vespertino e Noturno;Presencial;G;;;SISU - AMPLA CONCORRÊNCIA;2020;1;20;
SÃO LUÍS;CIÊNCIA DA COMPUTAÇÃO;BACHARELADO;Vespertino e Noturno;Presencial;G;;;SISU - ESCOLA PÚBLICA;2020;1;2;
SÃO LUÍS;CIÊNCIA DA COMPUTAÇÃO;BACHARELADO;Vespertino e Noturno;Presencial;G;;;SISU - ESCOLA PUBLICA - INDIO;2020;1;1;
SÃO LUÍS;CIÊNCIA DA COMPUTAÇÃO;BACHARELADO;Vespertino e Noturno;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO;2020;1;5;
SÃO LUÍS;CIÊNCIA DA COMPUTAÇÃO;BACHARELADO;Vespertino e Noturno;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - DEFICIENTE;2020;1;1;
SÃO LUÍS;CIÊNCIA DA COMPUTAÇÃO;BACHARELADO;Vespertino e Noturno;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - RF;2020;1;6;
SÃO LUÍS;CIÊNCIA DA COMPUTAÇÃO;BACHARELADO;Vespertino e Noturno;Presencial;G;;;SISU - ESCOLA PUBLICA - RF;2020;1;2;
SÃO LUÍS;CIÊNCIA E TECNOLOGIA;BACHARELADO;Matutino;Presencial;G;;;SISU - AMPLA CONCORRÊNCIA;2020;1;57;
SÃO LUÍS;CIÊNCIA E TECNOLOGIA;BACHARELADO;Matutino;Presencial;G;;;SISU - ESCOLA PÚBLICA;2020;1;6;
SÃO LUÍS;CIÊNCIA E TECNOLOGIA;BACHARELADO;Matutino;Presencial;G;;;SISU - ESCOLA PUBLICA - DEFICIENTE;2020;1;1;
SÃO LUÍS;CIÊNCIA E TECNOLOGIA;BACHARELADO;Matutino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO;2020;1;14;
SÃO LUÍS;CIÊNCIA E TECNOLOGIA;BACHARELADO;Matutino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - DEFICIENTE;2020;1;2;
SÃO LUÍS;CIÊNCIA E TECNOLOGIA;BACHARELADO;Matutino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - RF;2020;1;20;
SÃO LUÍS;CIÊNCIA E TECNOLOGIA;BACHARELADO;Matutino;Presencial;G;;;SISU - ESCOLA PUBLICA - RF;2020;1;6;
SÃO LUÍS;CIÊNCIA E TECNOLOGIA;BACHARELADO;Noturno;Presencial;G;;;SISU - AMPLA CONCORRÊNCIA;2020;1;53;
SÃO LUÍS;CIÊNCIA E TECNOLOGIA;BACHARELADO;Noturno;Presencial;G;;;SISU - ESCOLA PÚBLICA;2020;1;4;
SÃO LUÍS;CIÊNCIA E TECNOLOGIA;BACHARELADO;Noturno;Presencial;G;;;SISU - ESCOLA PUBLICA - DEFICIENTE;2020;1;1;
SÃO LUÍS;CIÊNCIA E TECNOLOGIA;BACHARELADO;Noturno;Presencial;G;;;SISU - ESCOLA PUBLICA - DEFICIENTE - RF;2020;1;1;
SÃO LUÍS;CIÊNCIA E TECNOLOGIA;BACHARELADO;Noturno;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO;2020;1;18;
SÃO LUÍS;CIÊNCIA E TECNOLOGIA;BACHARELADO;Noturno;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - DEFICIENTE;2020;1;1;
SÃO LUÍS;CIÊNCIA E TECNOLOGIA;BACHARELADO;Noturno;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - DEFICIENTE - RF;2020;1;1;
SÃO LUÍS;CIÊNCIA E TECNOLOGIA;BACHARELADO;Noturno;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - RF;2020;1;18;
SÃO LUÍS;CIÊNCIA E TECNOLOGIA;BACHARELADO;Noturno;Presencial;G;;;SISU - ESCOLA PUBLICA - RF;2020;1;5;
SÃO LUÍS;CIÊNCIAS BIOLÓGICAS;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - AMPLA CONCORRÊNCIA;2020;1;18;
SÃO LUÍS;CIÊNCIAS BIOLÓGICAS;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - ESCOLA PÚBLICA;2020;1;1;
SÃO LUÍS;CIÊNCIAS BIOLÓGICAS;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO;2020;1;7;
SÃO LUÍS;CIÊNCIAS BIOLÓGICAS;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - DEFICIENTE;2020;1;1;
SÃO LUÍS;CIÊNCIAS BIOLÓGICAS;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - RF;2020;1;9;
SÃO LUÍS;CIÊNCIAS BIOLÓGICAS;BACHARELADO;Matutino e Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - RF;2020;1;1;
SÃO LUÍS;CIÊNCIAS CONTÁBEIS;BACHARELADO;Noturno;Presencial;G;;;SISU - AMPLA CONCORRÊNCIA;2020;1;23;
SÃO LUÍS;CIÊNCIAS CONTÁBEIS;BACHARELADO;Noturno;Presencial;G;;;SISU - ESCOLA PÚBLICA;2020;1;1;
SÃO LUÍS;CIÊNCIAS CONTÁBEIS;BACHARELADO;Noturno;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO;2020;1;9;
SÃO LUÍS;CIÊNCIAS CONTÁBEIS;BACHARELADO;Noturno;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - DEFICIENTE;2020;1;1;
SÃO LUÍS;CIÊNCIAS CONTÁBEIS;BACHARELADO;Noturno;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - DEFICIENTE - RF;2020;1;1;
SÃO LUÍS;CIÊNCIAS CONTÁBEIS;BACHARELADO;Noturno;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - RF;2020;1;6;
SÃO LUÍS;CIÊNCIAS CONTÁBEIS;BACHARELADO;Noturno;Presencial;G;;;SISU - ESCOLA PUBLICA - RF;2020;1;2;
SÃO LUÍS;CIÊNCIAS ECONÔMICAS;BACHARELADO;Vespertino;Presencial;G;;;SISU - AMPLA CONCORRÊNCIA;2020;1;21;
SÃO LUÍS;CIÊNCIAS ECONÔMICAS;BACHARELADO;Vespertino;Presencial;G;;;SISU - ESCOLA PÚBLICA;2020;1;2;
SÃO LUÍS;CIÊNCIAS ECONÔMICAS;BACHARELADO;Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO;2020;1;8;
SÃO LUÍS;CIÊNCIAS ECONÔMICAS;BACHARELADO;Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - DEFICIENTE - RF;2020;1;1;
SÃO LUÍS;CIÊNCIAS ECONÔMICAS;BACHARELADO;Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - RF;2020;1;3;
SÃO LUÍS;CIÊNCIAS ECONÔMICAS;BACHARELADO;Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - RF;2020;1;2;
SÃO LUÍS;CIÊNCIAS IMOBILIÁRIAS;BACHARELADO;Noturno;Presencial;G;;;SISU - AMPLA CONCORRÊNCIA;2020;1;20;
SÃO LUÍS;CIÊNCIAS IMOBILIÁRIAS;BACHARELADO;Noturno;Presencial;G;;;SISU - ESCOLA PÚBLICA;2020;1;3;
SÃO LUÍS;CIÊNCIAS IMOBILIÁRIAS;BACHARELADO;Noturno;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO;2020;1;6;
SÃO LUÍS;CIÊNCIAS IMOBILIÁRIAS;BACHARELADO;Noturno;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - DEFICIENTE;2020;1;1;
SÃO LUÍS;CIÊNCIAS IMOBILIÁRIAS;BACHARELADO;Noturno;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - DEFICIENTE - RF;2020;1;1;
SÃO LUÍS;CIÊNCIAS IMOBILIÁRIAS;BACHARELADO;Noturno;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - RF;2020;1;6;
SÃO LUÍS;CIÊNCIAS SOCIAIS;BACHARELADO;Vespertino;Presencial;G;;;SISU - AMPLA CONCORRÊNCIA;2020;1;14;
SÃO LUÍS;CIÊNCIAS SOCIAIS;BACHARELADO;Vespertino;Presencial;G;;;SISU - ESCOLA PÚBLICA;2020;1;2;
SÃO LUÍS;CIÊNCIAS SOCIAIS;BACHARELADO;Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO;2020;1;5;
SÃO LUÍS;CIÊNCIAS SOCIAIS;BACHARELADO;Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - DEFICIENTE - RF;2020;1;1;
SÃO LUÍS;CIÊNCIAS SOCIAIS;BACHARELADO;Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - RF;2020;1;4;
SÃO LUÍS;COMUNICAÇÃO SOCIAL - JORNALISMO;BACHARELADO;Vespertino;Presencial;G;;;SISU - AMPLA CONCORRÊNCIA;2020;1;6;
SÃO LUÍS;COMUNICAÇÃO SOCIAL - JORNALISMO;BACHARELADO;Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO;2020;1;2;
SÃO LUÍS;COMUNICAÇÃO SOCIAL - JORNALISMO;BACHARELADO;Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - RF;2020;1;3;
SÃO LUÍS;COMUNICACAO SOCIAL - RÁDIO E TV;BACHARELADO;Vespertino;Presencial;G;;;SISU - AMPLA CONCORRÊNCIA;2020;1;8;
SÃO LUÍS;COMUNICACAO SOCIAL - RÁDIO E TV;BACHARELADO;Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO;2020;1;3;
SÃO LUÍS;COMUNICACAO SOCIAL - RÁDIO E TV;BACHARELADO;Vespertino;Presencial;G;;;SISU - ESCOLA PUBLICA - NEGRO - RF;2020;1;2;
